Date/Time,Event,Session ID,Temp,Humidity,Methane - 12 bit ADC
"March 11, 2021 at 05:20PM",ece477,100338,77.60329F,64.27%,576
"March 11, 2021 at 05:20PM",ece477,100339,77.60329F,64.51%,622
"March 11, 2021 at 05:20PM",ece477,100340,77.44323F,64.38%,587
"March 11, 2021 at 05:20PM",ece477,100341,77.50725F,64.33%,583
"March 11, 2021 at 05:20PM",ece477,100342,77.44323F,64.51%,583
"March 11, 2021 at 05:21PM",ece477,100343,77.3792F,64.55%,587
"March 11, 2021 at 05:21PM",ece477,100344,77.3792F,64.68%,589
"March 11, 2021 at 05:21PM",ece477,100345,77.3792F,64.79%,589
"March 11, 2021 at 05:21PM",ece477,100346,77.3792F,64.69%,595
"March 11, 2021 at 05:21PM",ece477,100347,77.31519F,64.87%,584
"March 11, 2021 at 05:21PM",ece477,100348,77.41122F,64.85%,587
"March 11, 2021 at 05:21PM",ece477,100349,77.31519F,65.07%,591
"March 11, 2021 at 05:21PM",ece477,100350,77.28317F,64.94%,592
"March 11, 2021 at 05:21PM",ece477,100351,77.28317F,65.02%,589
"March 11, 2021 at 05:21PM",ece477,100352,77.28317F,65.05%,592
"March 11, 2021 at 05:22PM",ece477,100353,77.25116F,65.21%,592
"March 11, 2021 at 05:22PM",ece477,100354,77.18714F,65.23%,590
"March 11, 2021 at 05:22PM",ece477,100355,77.21915F,65.40%,592
"March 11, 2021 at 05:22PM",ece477,100356,77.18714F,65.36%,589
"March 11, 2021 at 05:22PM",ece477,100357,77.15513F,65.47%,597
"March 11, 2021 at 05:22PM",ece477,100358,77.15513F,65.60%,592
"March 11, 2021 at 05:22PM",ece477,100359,77.12312F,65.56%,593
"March 11, 2021 at 05:22PM",ece477,100360,77.09111F,65.58%,601
"March 11, 2021 at 05:22PM",ece477,100361,77.0591F,65.69%,593
"March 11, 2021 at 05:22PM",ece477,100362,77.02709F,65.72%,586
"March 11, 2021 at 05:23PM",ece477,100363,77.0591F,65.83%,594
"March 11, 2021 at 05:23PM",ece477,100364,77.0591F,65.83%,592
"March 11, 2021 at 05:23PM",ece477,100365,76.99508F,65.87%,594
"March 11, 2021 at 05:23PM",ece477,100366,77.02709F,65.96%,591
"March 11, 2021 at 05:23PM",ece477,100367,77.02709F,66.01%,594
"March 11, 2021 at 05:23PM",ece477,100368,76.96307F,65.98%,592
"March 11, 2021 at 05:23PM",ece477,100369,77.02709F,66.08%,598
"March 11, 2021 at 05:23PM",ece477,100370,76.93105F,66.03%,596
"March 11, 2021 at 05:23PM",ece477,100371,76.96307F,66.05%,595
"March 11, 2021 at 05:23PM",ece477,100372,77.02709F,66.14%,594
"March 11, 2021 at 05:24PM",ece477,100373,76.89904F,66.16%,597
"March 11, 2021 at 05:24PM",ece477,100374,76.93105F,66.27%,598
"March 11, 2021 at 05:24PM",ece477,100375,76.99508F,66.25%,592
"March 11, 2021 at 05:24PM",ece477,100376,76.96307F,66.31%,605
"March 11, 2021 at 05:24PM",ece477,100377,76.93105F,66.41%,592
"March 11, 2021 at 05:24PM",ece477,100378,76.96307F,66.48%,594
"March 11, 2021 at 05:24PM",ece477,100379,76.89904F,66.44%,598
"March 11, 2021 at 05:24PM",ece477,100380,76.96307F,66.55%,592
"March 11, 2021 at 05:24PM",ece477,100381,76.83502F,66.58%,599
"March 11, 2021 at 05:24PM",ece477,100382,76.83502F,66.54%,606
"March 11, 2021 at 05:25PM",ece477,100383,76.86704F,66.61%,594
"March 11, 2021 at 05:25PM",ece477,100384,76.89904F,66.61%,607
"March 11, 2021 at 05:25PM",ece477,100385,76.89904F,66.70%,602
"March 11, 2021 at 05:25PM",ece477,100386,76.86704F,66.79%,602
"March 11, 2021 at 05:25PM",ece477,100387,76.83502F,66.74%,605
"March 11, 2021 at 05:25PM",ece477,100388,76.86704F,66.90%,602
"March 11, 2021 at 05:25PM",ece477,100389,76.83502F,66.87%,606
"March 11, 2021 at 05:25PM",ece477,100390,76.83502F,66.87%,605
"March 11, 2021 at 05:25PM",ece477,100391,76.80301F,67.03%,610
"March 11, 2021 at 05:25PM",ece477,100392,76.771F,66.94%,602
"March 11, 2021 at 05:26PM",ece477,100393,76.86704F,67.02%,605
"March 11, 2021 at 05:26PM",ece477,100394,76.771F,67.11%,607
"March 11, 2021 at 05:26PM",ece477,100395,76.771F,67.08%,607
"March 11, 2021 at 05:26PM",ece477,100396,76.83502F,67.06%,606
"March 11, 2021 at 05:26PM",ece477,100397,76.80301F,67.04%,609
"March 11, 2021 at 05:26PM",ece477,100398,76.73899F,67.20%,610
"March 11, 2021 at 05:26PM",ece477,100399,76.73899F,67.14%,606
"March 11, 2021 at 05:26PM",ece477,100400,76.771F,67.18%,605
"March 11, 2021 at 05:26PM",ece477,100401,76.73899F,67.15%,610
"March 11, 2021 at 05:26PM",ece477,100402,76.771F,67.22%,605
"March 11, 2021 at 05:27PM",ece477,100403,76.80301F,67.25%,594
"March 11, 2021 at 05:27PM",ece477,100404,76.771F,67.28%,601
"March 11, 2021 at 05:27PM",ece477,100405,76.73899F,67.37%,609
"March 11, 2021 at 05:27PM",ece477,100406,76.80301F,67.41%,607
"March 11, 2021 at 05:27PM",ece477,100407,76.70698F,67.38%,608
"March 11, 2021 at 05:27PM",ece477,100408,76.70698F,67.40%,608
"March 11, 2021 at 05:27PM",ece477,100409,76.73899F,67.51%,612
"March 11, 2021 at 05:27PM",ece477,100410,76.70698F,67.50%,612
"March 11, 2021 at 05:27PM",ece477,100411,76.70698F,67.56%,641
"March 11, 2021 at 05:27PM",ece477,100412,76.67497F,67.49%,610
"March 11, 2021 at 05:28PM",ece477,100413,76.73899F,67.64%,613
"March 11, 2021 at 05:28PM",ece477,100414,76.64295F,67.60%,613
"March 11, 2021 at 05:28PM",ece477,100415,76.73899F,67.61%,608
"March 11, 2021 at 05:28PM",ece477,100416,76.67497F,67.53%,613
"March 11, 2021 at 05:28PM",ece477,100417,76.70698F,67.62%,615
"March 11, 2021 at 05:28PM",ece477,100418,76.70698F,67.75%,615
"March 11, 2021 at 05:28PM",ece477,100419,76.61095F,67.80%,611
"March 11, 2021 at 05:28PM",ece477,100420,76.61095F,67.79%,614
"March 11, 2021 at 05:28PM",ece477,100421,76.67497F,67.75%,621
"March 11, 2021 at 05:28PM",ece477,100422,76.64295F,67.78%,607
"March 11, 2021 at 05:29PM",ece477,100423,76.67497F,67.89%,621
"March 11, 2021 at 05:29PM",ece477,100424,76.61095F,67.83%,617
"March 11, 2021 at 05:29PM",ece477,100425,76.61095F,67.86%,617
"March 11, 2021 at 05:29PM",ece477,100426,76.61095F,67.96%,611
"March 11, 2021 at 05:29PM",ece477,100427,76.67497F,67.89%,619
"March 11, 2021 at 05:29PM",ece477,100428,76.70698F,68.03%,612
"March 11, 2021 at 05:29PM",ece477,100429,76.54692F,68.10%,614
"March 11, 2021 at 05:29PM",ece477,100430,76.64295F,67.97%,616
"March 11, 2021 at 05:29PM",ece477,100431,76.67497F,68.10%,623
"March 11, 2021 at 05:29PM",ece477,100432,76.67497F,68.11%,619
"March 11, 2021 at 05:30PM",ece477,100433,76.64295F,68.01%,620
"March 11, 2021 at 05:30PM",ece477,100434,76.64295F,68.15%,622
"March 11, 2021 at 05:30PM",ece477,100435,76.70698F,68.26%,615
"March 11, 2021 at 05:30PM",ece477,100436,76.61095F,68.19%,621
"March 11, 2021 at 05:30PM",ece477,100437,76.64295F,68.11%,619
"March 11, 2021 at 05:30PM",ece477,100438,76.64295F,68.14%,624
"March 11, 2021 at 05:30PM",ece477,100439,76.67497F,68.19%,619
"March 11, 2021 at 05:30PM",ece477,100440,76.64295F,68.25%,619
"March 11, 2021 at 05:30PM",ece477,100441,76.67497F,68.39%,625
"March 11, 2021 at 05:30PM",ece477,100442,76.67497F,68.35%,624
"March 11, 2021 at 05:31PM",ece477,100443,76.64295F,68.33%,622
"March 11, 2021 at 05:31PM",ece477,100444,76.67497F,68.40%,623
"March 11, 2021 at 05:31PM",ece477,100445,76.67497F,68.36%,626
"March 11, 2021 at 05:31PM",ece477,100446,76.67497F,68.58%,624
"March 11, 2021 at 05:31PM",ece477,100447,76.61095F,68.36%,624
"March 11, 2021 at 05:31PM",ece477,100448,76.67497F,68.44%,624
"March 11, 2021 at 05:31PM",ece477,100449,76.67497F,68.39%,621
"March 11, 2021 at 05:31PM",ece477,100450,76.70698F,68.38%,624
"March 11, 2021 at 05:31PM",ece477,100451,76.771F,68.45%,626
"March 11, 2021 at 05:31PM",ece477,100452,76.73899F,68.33%,622
"March 11, 2021 at 05:32PM",ece477,100453,76.67497F,68.48%,619
"March 11, 2021 at 05:32PM",ece477,100454,76.73899F,68.48%,616
"March 11, 2021 at 05:32PM",ece477,100455,76.771F,68.51%,617
"March 11, 2021 at 05:32PM",ece477,100456,76.83502F,68.42%,624
"March 11, 2021 at 05:32PM",ece477,100457,76.771F,68.14%,615
"March 11, 2021 at 05:32PM",ece477,100458,76.73899F,67.99%,624
"March 11, 2021 at 05:32PM",ece477,100459,76.771F,67.95%,613
"March 11, 2021 at 05:32PM",ece477,100460,76.771F,67.81%,618
"March 11, 2021 at 05:32PM",ece477,100461,76.771F,67.85%,611
"March 11, 2021 at 05:32PM",ece477,100462,76.67497F,67.89%,607
"March 11, 2021 at 05:33PM",ece477,100463,76.73899F,67.95%,624
"March 11, 2021 at 05:33PM",ece477,100464,76.73899F,68.06%,615
"March 11, 2021 at 05:33PM",ece477,100465,76.73899F,68.02%,621
"March 11, 2021 at 05:33PM",ece477,100466,76.73899F,68.26%,623
"March 11, 2021 at 05:33PM",ece477,100467,76.73899F,68.16%,623
"March 11, 2021 at 05:33PM",ece477,100468,76.80301F,68.28%,619
"March 11, 2021 at 05:33PM",ece477,100469,76.67497F,68.25%,624
"March 11, 2021 at 05:33PM",ece477,100470,76.70698F,68.36%,624
"March 11, 2021 at 05:33PM",ece477,100471,76.70698F,68.37%,624
"March 11, 2021 at 05:33PM",ece477,100472,76.70698F,68.50%,624
"March 11, 2021 at 05:34PM",ece477,100473,76.73899F,68.52%,624
"March 11, 2021 at 05:34PM",ece477,100474,76.80301F,68.60%,624
"March 11, 2021 at 05:34PM",ece477,100475,76.70698F,68.41%,624
"March 11, 2021 at 05:34PM",ece477,100476,76.70698F,68.55%,625
"March 11, 2021 at 05:34PM",ece477,100477,76.70698F,68.66%,626
"March 11, 2021 at 05:34PM",ece477,100478,76.73899F,68.63%,624
"March 11, 2021 at 05:34PM",ece477,100479,76.67497F,68.68%,641
"March 11, 2021 at 05:34PM",ece477,100480,76.73899F,68.86%,629
"March 11, 2021 at 05:34PM",ece477,100481,76.70698F,68.90%,631
"March 11, 2021 at 05:34PM",ece477,100482,76.73899F,68.76%,624
"March 11, 2021 at 05:35PM",ece477,100483,76.73899F,68.93%,628
"March 11, 2021 at 05:35PM",ece477,100484,76.771F,68.98%,637
"March 11, 2021 at 05:35PM",ece477,100485,76.73899F,68.93%,630
"March 11, 2021 at 05:35PM",ece477,100486,76.73899F,68.98%,631
"March 11, 2021 at 05:35PM",ece477,100487,76.771F,69.02%,638
"March 11, 2021 at 05:35PM",ece477,100488,76.771F,68.97%,627
"March 11, 2021 at 05:35PM",ece477,100489,76.771F,68.99%,627
"March 11, 2021 at 05:35PM",ece477,100490,76.73899F,69.03%,624
"March 11, 2021 at 05:35PM",ece477,100491,76.70698F,69.08%,630
"March 11, 2021 at 05:35PM",ece477,100492,76.73899F,69.05%,635
"March 11, 2021 at 05:36PM",ece477,100493,76.771F,69.09%,629
"March 11, 2021 at 05:36PM",ece477,100494,76.771F,69.17%,625
"March 11, 2021 at 05:36PM",ece477,100495,76.73899F,69.21%,630
"March 11, 2021 at 05:36PM",ece477,100496,76.73899F,69.25%,640
"March 11, 2021 at 05:36PM",ece477,100497,76.771F,69.38%,640
"March 11, 2021 at 05:36PM",ece477,100498,76.73899F,69.29%,637
"March 11, 2021 at 05:36PM",ece477,100499,76.771F,69.41%,637
"March 11, 2021 at 05:36PM",ece477,100500,76.771F,69.41%,636
"March 11, 2021 at 05:36PM",ece477,100501,76.771F,69.35%,635
"March 11, 2021 at 05:36PM",ece477,100502,76.80301F,69.31%,630
"March 11, 2021 at 05:37PM",ece477,100503,76.70698F,69.32%,630
"March 11, 2021 at 05:37PM",ece477,100504,76.771F,69.36%,634
"March 11, 2021 at 05:37PM",ece477,100505,76.80301F,69.37%,627
"March 11, 2021 at 05:37PM",ece477,100506,76.771F,69.42%,634
"March 11, 2021 at 05:37PM",ece477,100507,76.73899F,69.45%,631
"March 11, 2021 at 05:37PM",ece477,100508,76.73899F,69.44%,637
"March 11, 2021 at 05:37PM",ece477,100509,76.73899F,69.45%,630
"March 11, 2021 at 05:37PM",ece477,100510,76.73899F,69.55%,638
"March 11, 2021 at 05:37PM",ece477,100511,76.80301F,69.54%,634
"March 11, 2021 at 05:37PM",ece477,100512,76.771F,69.54%,637
"March 11, 2021 at 05:38PM",ece477,100513,76.73899F,69.60%,640
"March 11, 2021 at 05:38PM",ece477,100514,76.73899F,69.52%,643
"March 11, 2021 at 05:38PM",ece477,100515,76.73899F,69.64%,638
"March 11, 2021 at 05:38PM",ece477,100516,76.70698F,69.73%,639
"March 11, 2021 at 05:38PM",ece477,100517,76.70698F,69.67%,640
"March 11, 2021 at 05:38PM",ece477,100518,76.73899F,69.67%,640
"March 11, 2021 at 05:38PM",ece477,100519,76.80301F,69.60%,646
"March 11, 2021 at 05:38PM",ece477,100520,76.73899F,69.65%,639
"March 11, 2021 at 05:38PM",ece477,100521,76.70698F,69.61%,638
"March 11, 2021 at 05:38PM",ece477,100522,76.771F,69.66%,643
"March 11, 2021 at 05:39PM",ece477,100523,76.771F,69.81%,641
"March 11, 2021 at 05:39PM",ece477,100524,76.771F,69.74%,637
"March 11, 2021 at 05:39PM",ece477,100525,76.73899F,69.87%,640
"March 11, 2021 at 05:39PM",ece477,100526,76.73899F,69.85%,640
"March 11, 2021 at 05:39PM",ece477,100527,76.73899F,69.83%,640
"March 11, 2021 at 05:39PM",ece477,100528,76.73899F,69.81%,645
"March 11, 2021 at 05:39PM",ece477,100529,76.771F,69.89%,640
"March 11, 2021 at 05:39PM",ece477,100530,76.80301F,69.89%,644
"March 11, 2021 at 05:39PM",ece477,100531,76.771F,69.99%,643
"March 11, 2021 at 05:39PM",ece477,100532,76.73899F,69.92%,641
"March 11, 2021 at 05:40PM",ece477,100533,76.73899F,69.81%,578
"March 11, 2021 at 05:40PM",ece477,100534,76.73899F,69.92%,639
"March 11, 2021 at 05:40PM",ece477,100535,76.73899F,69.95%,643
"March 11, 2021 at 05:40PM",ece477,100536,76.80301F,69.98%,639
"March 11, 2021 at 05:40PM",ece477,100537,76.73899F,70.02%,641
"March 11, 2021 at 05:40PM",ece477,100538,76.83502F,70.08%,638
"March 11, 2021 at 05:40PM",ece477,100539,76.771F,70.03%,642
"March 11, 2021 at 05:40PM",ece477,100540,76.771F,70.09%,640
"March 11, 2021 at 05:40PM",ece477,100541,76.771F,70.11%,641
"March 11, 2021 at 05:40PM",ece477,100542,76.70698F,70.12%,640
"March 11, 2021 at 05:41PM",ece477,100543,76.80301F,70.10%,639
"March 11, 2021 at 05:41PM",ece477,100544,76.70698F,70.15%,649
"March 11, 2021 at 05:41PM",ece477,100545,76.70698F,70.15%,640
"March 11, 2021 at 05:41PM",ece477,100546,76.771F,69.98%,640
"March 11, 2021 at 05:41PM",ece477,100547,76.771F,70.10%,638
"March 11, 2021 at 05:41PM",ece477,100548,76.771F,70.25%,632
"March 11, 2021 at 05:41PM",ece477,100549,76.771F,70.09%,644
"March 11, 2021 at 05:41PM",ece477,100550,76.73899F,70.17%,650
"March 11, 2021 at 05:41PM",ece477,100551,76.73899F,70.23%,648
"March 11, 2021 at 05:41PM",ece477,100552,76.73899F,70.17%,642
"March 11, 2021 at 05:42PM",ece477,100553,76.70698F,70.25%,645
"March 11, 2021 at 05:42PM",ece477,100554,76.73899F,70.28%,650
"March 11, 2021 at 05:42PM",ece477,100555,76.73899F,70.29%,641
"March 11, 2021 at 05:42PM",ece477,100556,76.73899F,70.33%,651
"March 11, 2021 at 05:42PM",ece477,100557,76.771F,70.25%,641
"March 11, 2021 at 05:42PM",ece477,100558,76.70698F,70.22%,646
"March 11, 2021 at 05:42PM",ece477,100559,76.771F,70.30%,646
"March 11, 2021 at 05:42PM",ece477,100560,76.64295F,70.22%,649
"March 11, 2021 at 05:42PM",ece477,100561,76.70698F,70.35%,656
"March 11, 2021 at 05:42PM",ece477,100562,76.73899F,70.40%,652
"March 11, 2021 at 05:43PM",ece477,100563,76.73899F,70.30%,656
"March 11, 2021 at 05:43PM",ece477,100564,76.70698F,70.36%,651
"March 11, 2021 at 05:43PM",ece477,100565,76.73899F,70.33%,652
"March 11, 2021 at 05:43PM",ece477,100566,76.73899F,70.31%,649
"March 11, 2021 at 05:43PM",ece477,100567,76.73899F,70.39%,651
"March 11, 2021 at 05:43PM",ece477,100568,76.73899F,70.56%,650
"March 11, 2021 at 05:43PM",ece477,100569,76.70698F,70.44%,605
"March 11, 2021 at 05:43PM",ece477,100570,76.73899F,70.50%,643
"March 11, 2021 at 05:43PM",ece477,100571,76.771F,70.61%,654
"March 11, 2021 at 05:43PM",ece477,100572,76.80301F,70.61%,653
"March 11, 2021 at 05:44PM",ece477,100573,76.80301F,70.58%,654
"March 11, 2021 at 05:44PM",ece477,100574,76.80301F,70.64%,656
"March 11, 2021 at 05:44PM",ece477,100575,76.80301F,70.49%,651
"March 11, 2021 at 05:44PM",ece477,100576,76.80301F,70.63%,656
"March 11, 2021 at 05:44PM",ece477,100577,76.73899F,70.61%,649
"March 11, 2021 at 05:44PM",ece477,100578,76.771F,70.48%,650
"March 11, 2021 at 05:44PM",ece477,100579,76.80301F,70.63%,653
"March 11, 2021 at 05:44PM",ece477,100580,76.771F,70.62%,645
"March 11, 2021 at 05:44PM",ece477,100581,76.83502F,70.72%,654
"March 11, 2021 at 05:44PM",ece477,100582,76.83502F,70.61%,654
"March 11, 2021 at 05:45PM",ece477,100583,76.80301F,70.80%,649
"March 11, 2021 at 05:45PM",ece477,100584,76.80301F,70.70%,659
"March 11, 2021 at 05:45PM",ece477,100585,76.80301F,70.64%,653
"March 11, 2021 at 05:45PM",ece477,100586,76.771F,70.59%,656
"March 11, 2021 at 05:45PM",ece477,100587,76.80301F,70.76%,656
"March 11, 2021 at 05:45PM",ece477,100588,76.80301F,70.74%,656
"March 11, 2021 at 05:45PM",ece477,100589,76.771F,70.74%,654
"March 11, 2021 at 05:45PM",ece477,100590,76.80301F,70.77%,656
"March 11, 2021 at 05:45PM",ece477,100591,76.80301F,70.69%,639
"March 11, 2021 at 05:45PM",ece477,100592,76.80301F,70.78%,651
"March 11, 2021 at 05:46PM",ece477,100593,76.73899F,70.72%,656
"March 11, 2021 at 05:46PM",ece477,100594,76.73899F,70.83%,653
"March 11, 2021 at 05:46PM",ece477,100595,76.83502F,70.79%,650
"March 11, 2021 at 05:46PM",ece477,100596,76.771F,70.77%,656
"March 11, 2021 at 05:46PM",ece477,100597,76.83502F,70.83%,651
"March 11, 2021 at 05:46PM",ece477,100598,76.80301F,70.85%,655
"March 11, 2021 at 05:46PM",ece477,100599,76.80301F,70.83%,650
"March 11, 2021 at 05:46PM",ece477,100600,76.771F,70.92%,659
"March 11, 2021 at 05:46PM",ece477,100601,76.771F,70.89%,658
"March 11, 2021 at 05:46PM",ece477,100602,76.73899F,70.87%,654
"March 11, 2021 at 05:47PM",ece477,100603,76.771F,70.90%,656
"March 11, 2021 at 05:47PM",ece477,100604,76.80301F,70.81%,656
"March 11, 2021 at 05:47PM",ece477,100605,76.771F,70.83%,651
"March 11, 2021 at 05:47PM",ece477,100606,76.80301F,70.88%,656
"March 11, 2021 at 05:47PM",ece477,100607,76.80301F,70.87%,653
"March 11, 2021 at 05:47PM",ece477,100608,76.80301F,70.89%,661
"March 11, 2021 at 05:47PM",ece477,100609,76.771F,71.02%,654
"March 11, 2021 at 05:47PM",ece477,100610,76.80301F,70.86%,658
"March 11, 2021 at 05:47PM",ece477,100611,76.73899F,70.99%,656
"March 11, 2021 at 05:47PM",ece477,100612,76.80301F,71.03%,660
"March 11, 2021 at 05:48PM",ece477,100613,76.73899F,70.94%,656
"March 11, 2021 at 05:48PM",ece477,100614,76.80301F,71.05%,656
"March 11, 2021 at 05:48PM",ece477,100615,76.771F,70.99%,658
"March 11, 2021 at 05:48PM",ece477,100616,76.80301F,70.95%,656
"March 11, 2021 at 05:48PM",ece477,100617,76.73899F,71.05%,656
"March 11, 2021 at 05:48PM",ece477,100618,76.771F,71.00%,661
"March 11, 2021 at 05:48PM",ece477,100619,76.80301F,71.09%,662
"March 11, 2021 at 05:48PM",ece477,100620,76.80301F,70.99%,659
"March 11, 2021 at 05:48PM",ece477,100621,76.771F,70.97%,654
"March 11, 2021 at 05:48PM",ece477,100622,76.80301F,71.16%,660
"March 11, 2021 at 05:49PM",ece477,100623,76.80301F,71.20%,659
"March 11, 2021 at 05:49PM",ece477,100624,76.771F,71.20%,659
"March 11, 2021 at 05:49PM",ece477,100625,76.80301F,71.21%,654
"March 11, 2021 at 05:49PM",ece477,100626,76.771F,71.32%,666
"March 11, 2021 at 05:49PM",ece477,100627,76.771F,71.21%,656
"March 11, 2021 at 05:49PM",ece477,100628,76.80301F,71.26%,661
"March 11, 2021 at 05:49PM",ece477,100629,76.80301F,71.25%,654
"March 11, 2021 at 05:49PM",ece477,100630,76.771F,71.24%,663
"March 11, 2021 at 05:49PM",ece477,100631,76.80301F,71.20%,667
"March 11, 2021 at 05:49PM",ece477,100632,76.771F,71.37%,663
"March 11, 2021 at 05:50PM",ece477,100633,76.73899F,71.27%,661
"March 11, 2021 at 05:50PM",ece477,100634,76.771F,71.29%,660
"March 11, 2021 at 05:50PM",ece477,100635,76.80301F,71.30%,657
"March 11, 2021 at 05:50PM",ece477,100636,76.80301F,71.38%,672
"March 11, 2021 at 05:50PM",ece477,100637,76.80301F,71.44%,661
"March 11, 2021 at 05:50PM",ece477,100638,76.80301F,71.48%,656
"March 11, 2021 at 05:50PM",ece477,100639,76.80301F,71.43%,667
"March 11, 2021 at 05:50PM",ece477,100640,76.83502F,71.52%,654
"March 11, 2021 at 05:50PM",ece477,100641,76.771F,71.42%,660
"March 11, 2021 at 05:50PM",ece477,100642,76.80301F,71.55%,663
"March 11, 2021 at 05:51PM",ece477,100643,76.771F,71.47%,663
"March 11, 2021 at 05:51PM",ece477,100644,76.83502F,71.53%,663
"March 11, 2021 at 05:51PM",ece477,100645,76.80301F,71.52%,660
"March 11, 2021 at 05:51PM",ece477,100646,76.80301F,71.64%,660
"March 11, 2021 at 05:51PM",ece477,100647,76.80301F,71.48%,670
"March 11, 2021 at 05:51PM",ece477,100648,76.89904F,71.55%,662
"March 11, 2021 at 05:51PM",ece477,100649,76.86704F,71.68%,671
"March 11, 2021 at 05:51PM",ece477,100650,76.83502F,71.62%,663
"March 11, 2021 at 05:51PM",ece477,100651,76.83502F,71.68%,667
"March 11, 2021 at 05:51PM",ece477,100652,76.86704F,71.74%,670
"March 11, 2021 at 05:52PM",ece477,100653,76.83502F,71.63%,656
"March 11, 2021 at 05:52PM",ece477,100654,76.80301F,71.66%,659
"March 11, 2021 at 05:52PM",ece477,100655,76.73899F,71.76%,663
"March 11, 2021 at 05:52PM",ece477,100656,76.86704F,71.65%,668
"March 11, 2021 at 05:52PM",ece477,100657,76.83502F,71.81%,658
"March 11, 2021 at 05:52PM",ece477,100658,76.86704F,71.74%,666
"March 11, 2021 at 05:52PM",ece477,100659,76.83502F,71.89%,659
"March 11, 2021 at 05:52PM",ece477,100660,76.83502F,71.70%,661
"March 11, 2021 at 05:52PM",ece477,100661,76.83502F,71.68%,662
"March 11, 2021 at 05:52PM",ece477,100662,76.80301F,71.73%,665
"March 11, 2021 at 05:53PM",ece477,100663,76.86704F,71.63%,670
"March 11, 2021 at 05:53PM",ece477,100664,76.80301F,71.77%,667
"March 11, 2021 at 05:53PM",ece477,100665,76.83502F,71.74%,672
"March 11, 2021 at 05:53PM",ece477,100666,76.83502F,71.80%,668
"March 11, 2021 at 05:53PM",ece477,100667,76.86704F,71.83%,663
"March 11, 2021 at 05:53PM",ece477,100668,76.86704F,71.88%,665
"March 11, 2021 at 05:53PM",ece477,100669,76.83502F,71.89%,676
"March 11, 2021 at 05:53PM",ece477,100670,76.83502F,71.84%,658
"March 11, 2021 at 05:53PM",ece477,100671,76.80301F,71.90%,673
"March 11, 2021 at 05:53PM",ece477,100672,76.86704F,71.86%,666
"March 11, 2021 at 05:54PM",ece477,100673,76.83502F,71.82%,659
"March 11, 2021 at 05:54PM",ece477,100674,76.80301F,71.95%,671
"March 11, 2021 at 05:54PM",ece477,100675,76.83502F,72.03%,659
"March 11, 2021 at 05:54PM",ece477,100676,76.86704F,71.89%,670
"March 11, 2021 at 05:54PM",ece477,100677,76.86704F,71.94%,666
"March 11, 2021 at 05:54PM",ece477,100678,76.80301F,71.96%,617
"March 11, 2021 at 05:54PM",ece477,100679,76.86704F,72.06%,666
"March 11, 2021 at 05:54PM",ece477,100680,76.86704F,72.06%,672
"March 11, 2021 at 05:54PM",ece477,100681,76.83502F,72.03%,672
"March 11, 2021 at 05:54PM",ece477,100682,76.86704F,72.05%,664
"March 11, 2021 at 05:55PM",ece477,100683,76.83502F,72.05%,674
"March 11, 2021 at 05:55PM",ece477,100684,76.80301F,72.01%,676
"March 11, 2021 at 05:55PM",ece477,100685,76.83502F,72.13%,672
"March 11, 2021 at 05:55PM",ece477,100686,76.83502F,72.05%,674
"March 11, 2021 at 05:55PM",ece477,100687,76.83502F,72.03%,678
"March 11, 2021 at 05:55PM",ece477,100688,76.83502F,72.20%,679
"March 11, 2021 at 05:55PM",ece477,100689,76.83502F,72.21%,666
"March 11, 2021 at 05:55PM",ece477,100690,76.80301F,72.14%,671
"March 11, 2021 at 05:55PM",ece477,100691,76.83502F,72.10%,673
"March 11, 2021 at 05:55PM",ece477,100692,76.83502F,72.16%,679
"March 11, 2021 at 05:56PM",ece477,100693,76.80301F,72.25%,671
"March 11, 2021 at 05:56PM",ece477,100694,76.771F,72.19%,675
"March 11, 2021 at 05:56PM",ece477,100695,76.83502F,72.25%,673
"March 11, 2021 at 05:56PM",ece477,100696,76.83502F,72.26%,670
"March 11, 2021 at 05:56PM",ece477,100697,76.83502F,72.21%,638
"March 11, 2021 at 05:56PM",ece477,100698,76.86704F,72.18%,668
"March 11, 2021 at 05:56PM",ece477,100699,76.86704F,72.29%,667
"March 11, 2021 at 05:56PM",ece477,100700,76.86704F,72.20%,677
"March 11, 2021 at 05:56PM",ece477,100701,76.80301F,72.20%,672
"March 11, 2021 at 05:56PM",ece477,100702,76.80301F,72.22%,663
"March 11, 2021 at 05:57PM",ece477,100703,76.83502F,72.33%,669
"March 11, 2021 at 05:57PM",ece477,100704,76.83502F,72.34%,691
"March 11, 2021 at 05:57PM",ece477,100705,76.80301F,72.18%,673
"March 11, 2021 at 05:57PM",ece477,100706,76.80301F,72.43%,677
"March 11, 2021 at 05:57PM",ece477,100707,76.80301F,72.36%,669
"March 11, 2021 at 05:57PM",ece477,100708,76.80301F,72.42%,677
"March 11, 2021 at 05:57PM",ece477,100709,76.80301F,72.29%,674
"March 11, 2021 at 05:57PM",ece477,100710,76.83502F,72.40%,673
"March 11, 2021 at 05:57PM",ece477,100711,76.89904F,72.39%,674
"March 11, 2021 at 05:57PM",ece477,100712,76.83502F,72.24%,678
"March 11, 2021 at 05:58PM",ece477,100713,76.83502F,72.34%,675
"March 11, 2021 at 05:58PM",ece477,100714,76.80301F,72.40%,683
"March 11, 2021 at 05:58PM",ece477,100715,76.80301F,72.32%,673
"March 11, 2021 at 05:58PM",ece477,100716,76.83502F,72.40%,674
